 


  
  

NCAA Women's Soccer
Division IShutouts
Through Games 12/08/2019


"Rank","Name","Team","Cl","Pos","Shutouts"
"","Amirah Ali","Rutgers","Jr.","F","9"
"","Tanya Boychuk","Memphis","So.","M","9"
"","Gracie Brian","TCU","Fr.","M","9"
"","Allie Byrd","North Texas","Fr.","F","9"
"","Jessica Carrieri","Elon","Fr.","-","9"
"","Gabriella Coleman","Oklahoma St.","Jr.","F","9"
"","Nikki Cox","Bowling Green","Jr.","F","9"
"","Amber Crispin","Iona","Sr.","F","9"
"","Deena DeBaldo","Duquesne","Jr.","M","9"
"","Abby Deakin","A&M-Corpus Christi","Jr.","-","9"
"","Stefani Doyle","Arkansas","Sr.","-","9"
"","Paula Germino-Watnick","Georgetown","Sr.","-","9"
"","Meredith Haakenson","Michigan","So.","M","9"
"","Jacqui Hand","Colorado Col.","So.","F","9"
"","Hannah Hoefs","Loyola Maryland","Sr.","M","9"
"","Haley Johnson","Milwaukee","So.","F","9"
"","Destiny Johnson","Wright St.","Jr.","-","9"
"","Kylee Kim-Bustillos","Sacramento St.","Jr.","F","9"
"","Jordan Langebartels","Oral Roberts","Sr.","F","9"
"","Katie Lockwood","Campbell","Sr.","M","9"
"","Jimena Lopez","Texas A&M","Jr.","M","9"
"","Miciah Madison","San Francisco","Sr.","F","9"
"","Kristen McFarland","Florida St.","Jr.","-","9"
"","Marykate McGuire","Duke","So.","-","9"
"","Brice McInroy","Villanova","Fr.","-","9"
"","Hannah McNulty","Providence","Jr.","F","9"
"","Milan Moses","San Diego","Sr.","M","9"
"","Lexie Palladino","Monmouth","Sr.","-","9"
"","Gabi Paupst","Radford","Jr.","-","9"
"","Nicky Potts","Ball St.","Jr.","-","9"
"","Jessie Ray","Seattle U","Sr.","-","9"
"","Ally Reynolds","New Hampshire","Sr.","-","9"
"","Sarah Sodoma","Arkansas St.","Jr.","F","9"
"","Alina Stahl","West Virginia","So.","-","9"
"","Miri Taylor","Hofstra","So.","M","9"
"","Pernille Velta","Fla. Atlantic","Sr.","-","9"
"","MA Vignola","Tennessee","Sr.","F","9"
"","Gia Wahlberg","Michigan St.","So.","F","9"
"","Mckenzie Weinert","Oregon St.","So.","F","9"
"","Taylor Yount","Samford","Fr.","F","9"
"141","Kerry Abello","Penn St.","Jr.","M","8"
"","Hulda Arnarsdottir","Wake Forest","So.","F","8"
"","Haley Berg","Texas","Jr.","-","8"
"","Hailey Block","Southeast Mo. St.","Fr.","M","8"
"","Thalia Boucher","Howard","So.","M","8"
"","Frida Brattum","Ga. Southern","Sr.","F","8"
"","Aerial Chavarin","Yale","Sr.","F","8"
"","Kaylee Davis","Texas St.","Sr.","F","8"
"","Ginger Deel","James Madison","Jr.","-","8"
"","Mimi Eiden","North Dakota","Jr.","F","8"
"","Emina Ekic","Louisville","Jr.","M","8"
"","Sami Feller","Denver","So.","F","8"
"","Madie Gibson","Monmouth","Sr.","-","8"
"","Julia Grosso","Texas","So.","-","8"
"","Jill Hildreth","UT Martin","So.","F","8"
"","Ceri Holland","Kansas","Jr.","M","8"
"","Vital Kats","Kent St.","Jr.","-","8"
"","Ashley Leonard","Western Ky.","Jr.","F","8"
"","Sarah Luebbert","Missouri","Sr.","F","8"
"","Taylor Malham","Arkansas","Jr.","-","8"
"","Leahi Manthei","Seattle U","Jr.","-","8"
"","Arianna Montefusco","Manhattan","Jr.","-","8"
"","Diana Neff","Prairie View","Sr.","F","8"
"","Mackenzie Pluck","Duke","So.","-","8"
"","Alyssa Poarch","Maryland","Jr.","F","8"
"","Hailey Pohevitz","Southern Miss.","Jr.","F","8"
"","Amber Posthauer","Louisiana Tech","Jr.","M","8"
"","Faith Preziosi","Iona","So.","F","8"
"","Lindsey Prokop","UMKC","Fr.","F","8"
"","Valentine Pursey","IUPUI","Jr.","F","8"
"","Brittany Raphino","Brown","Fr.","-","8"
"","Kyla Reynolds","Samford","Fr.","F","8"
"","Jordyn Rhodes","Kentucky","Fr.","F","8"
"","Hannah Richardson","Kentucky","Fr.","F","8"
"","Taryn Ries","Portland","Jr.","F","8"
"","Anja Savich","Butler","So.","-","8"
"","Kristen Scott","UCF","So.","-","8"
"","Sam Smith","Boston College","Fr.","-","8"
"","Katie  Soderstrom","Butler","So.","-","8"
"","Ella Stevens","Duke","Sr.","-","8"
"","Amber Tripp","Utah Valley","Jr.","M","8"
"","Chelsee Washington","Bowling Green","Sr.","M","8"
"","Kellee Willer","South Dakota","Sr.","F","8"
"","Sarah Wright","Ark.-Pine Bluff","Sr.","D","8"
"","Summer Yates","Washington","So.","F","8"
"","Emily Zapata","UTRGV","So.","F","8"
Reclassifying
"NR","Shelby Wall","North Ala.","Sr.","-","15"
"NR","Rola Badawiya","California Baptist","Jr.","-","11"

NCAA Women's Soccer
Division ITotal Points
Through Games 12/08/2019


"Rank","Name","Team","Cl","Pos","Points"
"1","Catarina Macario","Stanford","Jr.","-","87"
"2","Esther Okoronkwo","Lamar University","Jr.","F","60"
"3","Lucy Ashworth","Lamar University","Jr.","F","59"
"4","Evelyne Viens","South Fla.","Sr.","F","53"
"5","Elise Flake","BYU","Sr.","F","47"
"6","Penelope Hocking","Southern California","So.","F","43"
"","Katie McClure","Kansas","Sr.","F","43"
"","Sophia Smith","Stanford","So.","-","43"
"9","Shaelan Murison","UC Santa Barbara","Sr.","-","41"
"10","Lucy Porter","Hofstra","Jr.","M","40"
"","Kelsey Turnbow","Santa Clara","Jr.","-","40"
"12","Mikayla Colohan","BYU","Jr.","M","39"
"","Kirsten Davis","Texas Tech","Jr.","-","39"
"","Kate Del Fava","Illinois St.","Sr.","-","39"
"","Raimee Sherle","Boise St.","Sr.","-","39"
"","Ally Watt","Texas A&M","Sr.","F","39"
"","Autumn Woodard","Louisiana Tech","So.","F","39"
"18","Peyton DePriest","Middle Tenn.","Jr.","-","38"
"","Alexa Genas","Campbell","Sr.","F","38"
"","Tara McKeown","Southern California","Jr.","F","38"
"21","Atlanta Primus","Cal St. Fullerton","Sr.","M","37"
"22","Madison Haley","Stanford","Jr.","-","36"
"","Clarissa Larisey","Memphis","Jr.","F","36"
"24","Deyna Castellanos","Florida St.","Sr.","-","35"
"","Anna Podojil","Arkansas","Fr.","-","35"
"","Miyah Watford","Murray St.","Sr.","-","35"
"","Morgan Weaver","Washington St.","Sr.","F","35"
"28","Izzy D'Aquila","Santa Clara","Fr.","M","34"
"","Diana Ordonez","Virginia","Fr.","F","34"
"30","Jimena Lopez","Texas A&M","Jr.","M","33"
"","Meghan McCool","Virginia","Sr.","F","33"
"","Lexi Romero","Air Force","Fr.","F","33"
"","Ally Schlegel","Penn St.","Fr.","M","33"
"","Cameron Tucker","BYU","Jr.","F","33"
"35","Sabrina Bryan","Hofstra","Jr.","F","32"
"","Sam Coffey","Penn St.","Jr.","M","32"
"","Tziarra King","NC State","Sr.","M","32"
"","Nelia Perez","Radford","Sr.","-","32"
"39","Maddie Bennett","Cal St. Fullerton","Sr.","F","31"
"","Mia Fishel","UCLA","Fr.","M","31"
"","Berklee Peters","North Texas","Jr.","F","31"
"42","Christina Arteaga","Abilene Christian","Jr.","F","30"
"","Messiah Bright","TCU","So.","F","30"
"","Rylan Childers","UMKC","So.","M","30"
"","Samantha Dewey","Xavier","Sr.","-","30"
"","Parker Goins","Arkansas","Jr.","-","30"
"","Haley Hopkins","Vanderbilt","Jr.","F","30"
"","Taylor Kornieck","Colorado","Sr.","-","30"
"","Briana Morris","South Alabama","Sr.","F","30"
"","Thais Reiss","North Florida","Jr.","-","30"
"","Dani Rhodes","Wisconsin","Sr.","F","30"
"52","Amanda Carolan","Georgetown","Sr.","-","29"
"","Stina Kleppe","Gardner-Webb","Sr.","M","29"
"","Melissa Kössler","Massachusetts","Fr.","-","29"
"","Mackenzie Litzsinger","SIUE","Jr.","-","29"
"","Alessia Russo","North Carolina","Jr.","-","29"
"","Ashley Sanchez","UCLA","Jr.","F","29"
"","Allie Thornton","SMU","Sr.","F","29"
"","Shawna Zaken","Northern Ky.","Sr.","M","29"
"60","Keeley Ayala","Incarnate Word","So.","F","28"
"","Hannah Friedrich","Saint Louis","So.","-","28"
"","Miciah Madison","San Francisco","Sr.","F","28"
"","Brianna Pinto","North Carolina","So.","-","28"
"","Jada Talley","Arizona","Jr.","-","28"
"65","Caeley Lordemann","Colorado St.","Sr.","M","27"
"","Jessie Ray","Seattle U","Sr.","-","27"
"","Rachel Sorkenn","George Washington","So.","-","27"
"","Miri Taylor","Hofstra","So.","M","27"
"69","Nicole Douglas","Arizona St.","So.","F","26"
"","Paula Germino-Watnick","Georgetown","Sr.","-","26"
"","Jaci Jones","Oklahoma St.","Sr.","M","26"
"","Katie Lockwood","Campbell","Sr.","M","26"
"","Leah Manuleleua","South Dakota St.","Sr.","F","26"
"","Alyssa McGhee","Saint Francis (PA)","Sr.","-","26"
"","Alivia Milesky","Ohio","Sr.","M","26"
"","Sarah Stratigakis","Michigan","Jr.","M","26"
"","Amanda West","Pittsburgh","Fr.","F","26"
"78","Haley Berg","Texas","Jr.","-","25"
"","Lauren Bonavita","Massachusetts","So.","-","25"
"","Kaylee Dao","Oklahoma","Sr.","-","25"
"","Alyssa Francese","Stony Brook","Jr.","F","25"
"","Samantha Jehnings","San Francisco","Sr.","M","25"
"","Mary O'Hara","Fla. Atlantic","Sr.","-","25"
"","Pernille Velta","Fla. Atlantic","Sr.","-","25"
"","Alyssa Walker","Richmond","Jr.","-","25"
"","Chelsee Washington","Bowling Green","Sr.","M","25"
"","Allie Winstanley","Dartmouth","Fr.","F","25"
"88","Marah Abu-Tayeh","Marshall","Sr.","-","24"
"","Olivia Doak","Lipscomb","Sr.","-","24"
"","Emina Ekic","Louisville","Jr.","M","24"
"","Julia Grosso","Texas","So.","-","24"
"","Skylar Heinrich","Creighton","Fr.","F","24"
"","Elyse Huber","North Dakota St.","Sr.","F","24"
"","Vital Kats","Kent St.","Jr.","-","24"
"","Carly Malatskey","Stanford","Sr.","-","24"
"","Taylor Malham","Arkansas","Jr.","-","24"
"","Evdokia Popadinova","FGCU","Sr.","F","24"
"","Sarah Sodoma","Arkansas St.","Jr.","F","24"
"","Katelyn Termini","SFA","Jr.","-","24"
"","Emma Westin","California","Jr.","F","24"
"101","Lizzy Braby","BYU","Sr.","M","23"
"","Haley Brown","Cal St. Fullerton","Jr.","F","23"
"","Angela Caloia","Harvard","Fr.","F","23"
"","Julissa Cisneros","Missouri","So.","F","23"
"","Nikki Cox","Bowling Green","Jr.","F","23"
"","Channing Foster","Ole Miss","Jr.","F","23"
"","Megan Greene","Charlotte","Sr.","-","23"
"","Nicole Icen","Mercer","Fr.","F","23"
"","Haley Johnson","Milwaukee","So.","F","23"
"","Abby Jones","Murray St.","So.","-","23"
"","Zsani Kajan","St. John's (NY)","Jr.","-","23"
"","Jordan Langebartels","Oral Roberts","Sr.","F","23"
"","Roma McLaughlin","Central Conn. St.","So.","M","23"
"","Nneka Moneme","Rutgers","Jr.","F","23"
"","Morgan Otteson","Western Mich.","So.","-","23"
"","Katie  Soderstrom","Butler","So.","-","23"
"","MA Vignola","Tennessee","Sr.","F","23"
"","Grace Yochum","Oklahoma St.","So.","M","23"
"119","Murphy Agnew","Harvard","Jr.","F","22"
"","Amirah Ali","Rutgers","Jr.","F","22"
"","Gracie Brian","TCU","Fr.","M","22"
"","Haley Crawford","James Madison","Sr.","-","22"
"","Deena DeBaldo","Duquesne","Jr.","M","22"
"","Abby Deakin","A&M-Corpus Christi","Jr.","-","22"
"","Stefani Doyle","Arkansas","Sr.","-","22"
"","Gabrielle Farrell","Liberty","Sr.","-","22"
"","Madie Gibson","Monmouth","Sr.","-","22"
"","Ceri Holland","Kansas","Jr.","M","22"
"","Carson Jones","Elon","Jr.","-","22"
"","Anna Loftus","Lamar University","So.","M","22"
"","Sarah Luebbert","Missouri","Sr.","F","22"
"","Lexie Palladino","Monmouth","Sr.","-","22"
"","Gabi Paupst","Radford","Jr.","-","22"
"","Mackenzie Pluck","Duke","So.","-","22"
"","Valentine Pursey","IUPUI","Jr.","F","22"
"","Ally Reynolds","New Hampshire","Sr.","-","22"
"","Ella Stevens","Duke","Sr.","-","22"
"","Frankie Tagliaferri","Penn St.","Jr.","M","22"
"","Abby Townsend","Ohio","So.","F","22"
"","Kennedy White","Bowling Green","Fr.","F","22"
"","Summer Yates","Washington","So.","F","22"
"142","Elexa Bahr","South Carolina","Sr.","-","21"
"","Maci Bower","La Salle","Sr.","-","21"
"","Tanya Boychuk","Memphis","So.","M","21"
"","Allie Byrd","North Texas","Fr.","F","21"
"","Kiersten Edlund","Troy","Sr.","M","21"
"","Julia Grainda","Charlotte","Sr.","-","21"
"","Hannah Hoefs","Loyola Maryland","Sr.","M","21"
"","Natalie Jones","Abilene Christian","Fr.","M","21"
"","Vanessa Kara","Florida","Sr.","F","21"
"","Kylee Kim-Bustillos","Sacramento St.","Jr.","F","21"
"","Marykate McGuire","Duke","So.","-","21"
"","Anja Savich","Butler","So.","-","21"
"","Gaby Schwartz","Milwaukee","Jr.","D","21"
"","Lucy Shepherd","Hofstra","Jr.","F","21"
"","Amber Tripp","Utah Valley","Jr.","M","21"
"","MaKayla Waldner","Mississippi St.","Sr.","-","21"
"","Mckenzie Weinert","Oregon St.","So.","F","21"
Reclassifying
"NR","Shelby Wall","North Ala.","Sr.","-","32"
"NR","Rola Badawiya","California Baptist","Jr.","-","25"

NCAA Women's Soccer
Division ITotal Saves
Through Games 12/08/2019


"Rank","Name","Team","Cl","Pos","Saves"
"1","McKenzie McCarthy","Mississippi Val.","So.","GK","155"
"2","Judith Sorribes","Chicago St.","So.","-","151"
"3","Lily Herman","Belmont","Sr.","-","131"
"4","Sara Teteak","Eastern Ill.","Sr.","GK","127"
"5","Katie Hogarth","Idaho St.","Sr.","GK","126"
"6","Morgan Basileo","Temple","Sr.","GK","124"
"","Kali Helms","Alcorn","Fr.","GK","124"
"8","Trinity  Taylor ","Ark.-Pine Bluff","Fr.","GK","121"
"9","Dmitri Fong","New Mexico St.","Jr.","GK","120"
"10","Izzie Vaccari","Miami (OH)","So.","GK","119"
"11","Kendal Stovall","Nevada","So.","GK","117"
"12","Sydney Bruckner","Robert Morris","Jr.","GK","113"
"13","Logan Pace","USC Upstate","So.","GK","111"
"14","Shelby Hogan","Providence","Jr.","GK","110"
"","Monica Polgar","North Dakota St.","Sr.","GK","110"
"16","Gabi McDonald","Colorado St.","So.","GK","108"
"17","Emma Grace Goldman","LSU","Jr.","-","107"
"18","Taylor Dorado","Siena","Sr.","-","106"
"","Carly Nelson","Utah","Sr.","-","106"
"20","Elyssa Kipperman","Sacred Heart","Fr.","GK","104"
"","Alexis Mata","Hawaii","Sr.","-","104"
"22","Kyleigh Hall","A&M-Corpus Christi","Jr.","-","103"
"","Claudia Jenkins","La Salle","Jr.","-","103"
"","Erica Myers","UT Martin","Jr.","GK","103"
"","Lorah Pund","Purdue Fort Wayne","Jr.","GK","103"
"26","Jordyn Ebert","Mercer","Jr.","GK","102"
"","Aaliyah Fesili","Sacramento St.","Jr.","GK","102"
"","Victoria Scarratt","Saint Peter's","Jr.","GK","102"
"29","Jodi Medina","Alabama A&M","Jr.","G","101"
"","Dariana Mihalache","Southern Ill.","Fr.","GK","101"
"","Molly Saylor","NJIT","Fr.","GK","101"
"32","Maria Mon","Wofford","So.","GK","100"
"","Jalen Tompkins","Colorado","Sr.","-","100"
"34","Maddy Henry","Marquette","Sr.","GK","99"
"35","Maggie Barron","Mt. St. Mary's","Jr.","GK","98"
"","Olivia Camera","San Francisco","Sr.","GK","98"
"","Enya Hernandez","Portland St.","Fr.","GK","98"
"","Kelly LaMorte","Fordham","Sr.","GK","98"
"39","Amanda Fitzgerald","Fairleigh Dickinson","Sr.","-","97"
"","Jazmin Gonzalez","Charleston So.","Sr.","GK","97"
"","Lindsay Langley","Marshall","So.","-","97"
"","Maggie Smither","South Dakota St.","Sr.","GK","97"
"","Mimi Stines","Northern Ky.","So.","GK","97"
"44","Amber Michel","San Diego","Sr.","GK","95"
"45","Melody Jayroe","Liberty","Jr.","GK","94"
"","Kate McEachern","Youngstown St.","Jr.","GK","94"
"47","Lauren Garthwaite","Grand Canyon","Fr.","GK","93"
"48","Tamaki Machi","George Washington","So.","-","91"
"","Isabella Whitmore","Southern Utah","Fr.","GK","91"
"50","Sofia Manner","Stony Brook","Jr.","GK","90"
"","Haleigh Mercer","Troy","Jr.","GK","90"
"","Ashley Orkus","Ole Miss","So.","GK","90"
"","Miranda Royds","Lehigh","Jr.","-","90"
"","Melanie Stiles","East Carolina","Jr.","-","90"
"","Michaela Till","Evansville","Jr.","-","90"
"56","Bailey Redden","Southeast Mo. St.","So.","GK","89"
"","Maggie Rogers","Western Mich.","Jr.","-","89"
"","Malia Vanisi","New Mexico","So.","GK","89"
"59","Allison Austin","Oral Roberts","Fr.","GK","88"
"","Sophia Brown","Cal Poly","Sr.","-","88"
"","Kayla DeTreux","LIU Brooklyn","Fr.","GK","88"
"","Sarah Peters","Kansas","So.","GK","88"
"","Ariana Romero","San Jose St.","So.","GK","88"
"","Diera Walton","Utah St.","Fr.","-","88"
"65","Carmen Carbonell","Rider","Jr.","GK","87"
"","Kaylee Donnelly","Bucknell","Fr.","GK","87"
"","Rylee Foster","West Virginia","Sr.","-","87"
"","Emily Kelly","Buffalo","So.","GK","87"
"","Camryn Nici","Manhattan","Sr.","-","87"
"","Randi Palacios","UConn","Sr.","-","87"
"","Maia Perez","Hartford","Jr.","GK","87"
"","Kristian Shores","Jacksonville","Sr.","GK","87"
"","Sydney Smith","Boise St.","So.","-","87"
"74","Emily Alvarado","TCU","Jr.","GK","86"
"","Angelina Anderson","California","Fr.","GK","86"
"","Isabelle Austin","Tennessee Tech","Jr.","GK","86"
"","Ines Palmiero Herrera","Western Ill.","Sr.","GK","86"
"","Jade Wilkins","UMBC","Jr.","GK","86"
"79","Melissa Gray","Lipscomb","Sr.","-","85"
"","Tristin Stuteville","Ball St.","Sr.","-","85"
"81","Mary Parker Powell","Austin Peay","Sr.","-","84"
"82","Quinn Josiah","Prairie View","So.","GK","83"
"","Sabrina Locas","Niagara","Jr.","-","83"
"","Mica MacKay","Tulsa","Sr.","GK","83"
"","Lysianne Proulx","Syracuse","Jr.","-","83"
"","Madison Waguespack","Seattle U","Fr.","-","83"
"87","Carlotta Cartelli","Louisiana Tech","Sr.","GK","82"
"","Katelyn Kellogg","Gardner-Webb","So.","GK","82"
"","Morgan McAslan","Samford","So.","GK","82"
"","Tiffany Sornpao","Kennesaw St.","Jr.","-","82"
"91","Lauren Malcolm","St. Bonaventure","Sr.","-","81"
"","Sydney Malham","Ohio","Jr.","GK","81"
"","Zoie Reed","Central Mich.","Sr.","-","81"
"94","Hillary Beall","Michigan","Jr.","GK","80"
"","Julia Hernan","Saint Francis (PA)","Sr.","-","80"
"","Tess Mrozek","ETSU","So.","GK","80"
"","Kelsie Stone","Drake","Jr.","-","80"
"98","Giulia Cascapera","Arizona St.","Fr.","GK","79"
"","Lauren Kozal","Michigan St.","Fr.","GK","79"
"","Kelsee Winston","Eastern Wash.","Jr.","-","79"
"101","Natalie Kelchner","Marist","So.","GK","78"
"","Talia Klimes","High Point","Sr.","-","78"
"","Andrea Neves","CSU Bakersfield","Jr.","GK","78"
"","Erin Seppi","Maryland","Sr.","GK","78"
"","Megan Virgin","Duquesne","So.","GK","78"
"106","Salma Ghazal","Texas Southern","So.","GK","77"
"","Courtenay Kaplan","Radford","Sr.","-","77"
"","Kayla Landman","Morehead St.","Fr.","GK","77"
"","Jensen Schoch","SIUE","Jr.","-","77"
"","Emberly Sevilla","UNLV","So.","-","77"
"111","Julia Curatolo","Little Rock","Fr.","GK","76"
"","Kerry Eagleston","Appalachian St.","Fr.","GK","76"
"","Kacey Lambertson","Vermont","Jr.","-","76"
"","Mandy McGlynn","Virginia Tech","Sr.","-","76"
"","Haley Smith","Illinois St.","Sr.","-","76"
"116","Amanda Delgado","CSUN","So.","GK","75"
"","Stevie Holbrook","Cleveland St.","Jr.","GK","75"
"","Sophia Lipka","IUPUI","Sr.","GK","75"
"","Mackenzie Wood","Northwestern","So.","GK","75"
"120","Kate Hart","Auburn","Sr.","-","74"
"","Maddie Jewell","Wright St.","Sr.","GK","74"
"","Katie Lund","Arkansas","Sr.","-","74"
"","Cat Sheppard","New Hampshire","So.","-","74"
"124","Kaitlin Maxwell","Missouri St.","Jr.","-","73"
"","Megan McClure","Arkansas St.","Jr.","GK","73"
"","Maddie Nielsen","Minnesota","Jr.","GK","73"
"127","Lara Bates","Stetson","Fr.","GK","72"
"","Ella Dederick","Washington St.","Sr.","GK","72"
"","Rian Kasner","La.-Monroe","---","gk","72"
"","Brooke Lisowski","San Diego St.","Sr.","GK","72"
"","Sandra Nygård","Lamar University","So.","GK","72"
"132","Megan Donnally","Northern Ill.","Jr.","GK","71"
"","Chioma Eriken","Southern U.","So.","GK","71"
"","Fabrea McCRAY","Delaware St.","---","-","71"
"","Hannah McShea","James Madison","Sr.","GK","71"
"","Faith O'Neill","Kent St.","So.","-","71"
"","Kitty Qu","Penn","Sr.","GK","71"
"","Alana Rossi","Canisius","Sr.","GK","71"
"","Madison Van Dyke","Longwood","Jr.","GK","71"
"140","Katelyn Briguglio","William & Mary","Sr.","-","70"
"","Meghan Dalton","Bryant","Jr.","-","70"
"","Mabel Dunn","Eastern Mich.","Sr.","-","70"
"","Alayah Hightower","Howard","Sr.","GK","70"
"","Claire Howard","Montana","Jr.","-","70"
"","Danielle Katz","Air Force","Jr.","GK","70"
"","Peyton Ryan","Massachusetts","Sr.","-","70"
"","Megan Serrano","Presbyterian","So.","GK","70"
"","Kamryn  Stablein","Delaware","So.","-","70"
"","Anne-Marie Ulliac","Western Ky.","Sr.","GK","70"
"150","Maya Andrews","Hampton","Sr.","GK","69"
"","Cailey Croson","Incarnate Word","Jr.","GK","69"
"","Gabby English","Mississippi St.","Sr.","-","69"
"","Jade Gallaher","Nicholls St.","Jr.","GK","69"
"","Noelle Heilpern","VMI","Fr.","GK","69"
"","Brooke Heinsohn","Duke","Jr.","-","69"
Reclassifying
"NR","Erin Fulton","Merrimack","Sr.","GK","70"

NCAA Women's Soccer
Division IYellow Cards
Through Games 12/08/2019


"Rank","Name","Team","Cl","Pos","Yellow Cards"
"1","Machaela George","Santa Clara","Sr.","D","7"
"","Madelyn Robbins","Fairleigh Dickinson","So.","-","7"
"3","Patricia Calderon","Jackson St.","Sr.","-","6"
"","Camila Fonseca","Sacramento St.","Sr.","M","6"
"","Olivia Parra","Detroit Mercy","Jr.","D","6"
"6","Victoria Altieri","La.-Monroe","Fr.","D","5"
"","Scarlett Camberos","UC Irvine","So.","M","5"
"","Becky Contreras","Kennesaw St.","Fr.","-","5"
